Product Name,Product Category,Stocks Required-2023-12-01,Stocks Required-2024-01-01,Stocks Required-2024-02-01,Stocks Required-2024-03-01,Stocks Required-2024-04-01,Stocks Required-2024-05-01,Stocks Required-2024-06-01,Stocks Required-2024-07-01,Stocks Required-2024-08-01,Stocks Required-2024-09-01,Stocks Required-2024-10-01,Stocks Required-2024-11-01,Stocks Required-2024-12-01,Stock Level Thresholds-Dec-2023,"Stock Level Thresholds-Jan-2024,",Stock Level Thresholds-Feb-2024,Stock Level Thresholds-Mar-2024,Stock Level Thresholds-Apr-2024,Stock Level Thresholds-May-2024,Stock Level Thresholds-Jun-2024,Stock Level Thresholds-Jul-2024,Stock Level Thresholds-Aug-2024,Stock Level Thresholds-Sep-2024,Stock Level Thresholds-Oct-2024,Stock Level Thresholds-Nov-2024,Stock Level Thresholds-Dec-2024,Seasonality-Dec-2023,"Seasonality-Jan-2024,",Seasonality-Feb-2024,Seasonality-Mar-2024,Seasonality-Apr-2024,Seasonality-May-2024,Seasonality-Jun-2024,Seasonality-Jul-2024,Seasonality-Aug-2024,Seasonality-Sep-2024,Seasonality-Oct-2024,Seasonality-Nov-2024,Seasonality-Dec-2024,Market Changes-Dec-2023,"Market Changes-Jan-2024,",Market Changes-Feb-2024,Market Changes-Mar-2024,Market Changes-Apr-2024,Market Changes-May-2024,Market Changes-Jun-2024,Market Changes-Jul-2024,Market Changes-Aug-2024,Market Changes-Sep-2024,Market Changes-Oct-2024,Market Changes-Nov-2024,Market Changes-Dec-2024,Product Type-Dec-2023,"Product Type-Jan-2024,",Product Type-Feb-2024,Product Type-Mar-2024,Product Type-Apr-2024,Product Type-May-2024,Product Type-Jun-2024,Product Type-Jul-2024,Product Type-Aug-2024,Product Type-Sep-2024,Product Type-Oct-2024,Product Type-Nov-2024,Product Type-Dec-2024,Lead time (in days)-Dec-2023,"Lead time (in days)-Jan-2024,",Lead time (in days)-Feb-2024,Lead time (in days)-Mar-2024,Lead time (in days)-Apr-2024,Lead time (in days)-May-2024,Lead time (in days)-Jun-2024,Lead time (in days)-Jul-2024,Lead time (in days)-Aug-2024,Lead time (in days)-Sep-2024,Lead time (in days)-Oct-2024,Lead time (in days)-Nov-2024,Lead time (in days)-Dec-2024,Supplier Reliabilty-Dec-2023,"Supplier Reliabilty-Jan-2024,",Supplier Reliabilty-Feb-2024,Supplier Reliabilty-Mar-2024,Supplier Reliabilty-Apr-2024,Supplier Reliabilty-May-2024,Supplier Reliabilty-Jun-2024,Supplier Reliabilty-Jul-2024,Supplier Reliabilty-Aug-2024,Supplier Reliabilty-Sep-2024,Supplier Reliabilty-Oct-2024,Supplier Reliabilty-Nov-2024,Supplier Reliabilty-Dec-2024,Stock Handing Efficiency-Dec-2023,"Stock Handing Efficiency-Jan-2024,",Stock Handing Efficiency-Feb-2024,Stock Handing Efficiency-Mar-2024,Stock Handing Efficiency-Apr-2024,Stock Handing Efficiency-May-2024,Stock Handing Efficiency-Jun-2024,Stock Handing Efficiency-Jul-2024,Stock Handing Efficiency-Aug-2024,Stock Handing Efficiency-Sep-2024,Stock Handing Efficiency-Oct-2024,Stock Handing Efficiency-Nov-2024,Stock Handing Efficiency-Dec-2024,Product Costs(In Rs.)-Dec-2023,"Product Costs(In Rs.)-Jan-2024,",Product Costs(In Rs.)-Feb-2024,Product Costs(In Rs.)-Mar-2024,Product Costs(In Rs.)-Apr-2024,Product Costs(In Rs.)-May-2024,Product Costs(In Rs.)-Jun-2024,Product Costs(In Rs.)-Jul-2024,Product Costs(In Rs.)-Aug-2024,Product Costs(In Rs.)-Sep-2024,Product Costs(In Rs.)-Oct-2024,Product Costs(In Rs.)-Nov-2024,Product Costs(In Rs.)-Dec-2024,Maximum discount offered (in percentage)-Dec-2023,"Maximum discount offered (in percentage)-Jan-2024,",Maximum discount offered (in percentage)-Feb-2024,Maximum discount offered (in percentage)-Mar-2024,Maximum discount offered (in percentage)-Apr-2024,Maximum discount offered (in percentage)-May-2024,Maximum discount offered (in percentage)-Jun-2024,Maximum discount offered (in percentage)-Jul-2024,Maximum discount offered (in percentage)-Aug-2024,Maximum discount offered (in percentage)-Sep-2024,Maximum discount offered (in percentage)-Oct-2024,Maximum discount offered (in percentage)-Nov-2024,Maximum discount offered (in percentage)-Dec-2024,Products Expiry (in months)-Dec-2023,"Products Expiry (in months)-Jan-2024,",Products Expiry (in months)-Feb-2024,Products Expiry (in months)-Mar-2024,Products Expiry (in months)-Apr-2024,Products Expiry (in months)-May-2024,Products Expiry (in months)-Jun-2024,Products Expiry (in months)-Jul-2024,Products Expiry (in months)-Aug-2024,Products Expiry (in months)-Sep-2024,Products Expiry (in months)-Oct-2024,Products Expiry (in months)-Nov-2024,Products Expiry (in months)-Dec-2024,Backorders-Dec-2023,"Backorders-Jan-2024,",Backorders-Feb-2024,Backorders-Mar-2024,Backorders-Apr-2024,Backorders-May-2024,Backorders-Jun-2024,Backorders-Jul-2024,Backorders-Aug-2024,Backorders-Sep-2024,Backorders-Oct-2024,Backorders-Nov-2024,Backorders-Dec-2024,Bulk orders (By customers)-Dec-2023,"Bulk orders (By customers)-Jan-2024,",Bulk orders (By customers)-Feb-2024,Bulk orders (By customers)-Mar-2024,Bulk orders (By customers)-Apr-2024,Bulk orders (By customers)-May-2024,Bulk orders (By customers)-Jun-2024,Bulk orders (By customers)-Jul-2024,Bulk orders (By customers)-Aug-2024,Bulk orders (By customers)-Sep-2024,Bulk orders (By customers)-Oct-2024,Bulk orders (By customers)-Nov-2024,Bulk orders (By customers)-Dec-2024,Profit gained (In Rs.)-Dec-2023,"Profit gained (In Rs.)-Jan-2024,",Profit gained (In Rs.)-Feb-2024,Profit gained (In Rs.)-Mar-2024,Profit gained (In Rs.)-Apr-2024,Profit gained (In Rs.)-May-2024,Profit gained (In Rs.)-Jun-2024,Profit gained (In Rs.)-Jul-2024,Profit gained (In Rs.)-Aug-2024,Profit gained (In Rs.)-Sep-2024,Profit gained (In Rs.)-Oct-2024,Profit gained (In Rs.)-Nov-2024,Profit gained (In Rs.)-Dec-2024
Me-O Cat Litter,Pet Supplies,212,436,407,163,451,456,494,122,331,467,205,390,144,74,197,163,63,160,192,157,45,115,211,95,98,38,good,best,best,good,best,best,best,average,good,best,good,best,average,Extreme,Extreme,Average,Minimal,Good,Minimal,Average,Good,Minimal,Good,Average,Extreme,Extreme,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,6,5,2,2,2,3,7,5,4,2,2,5,3,best,average,best,good,good,best,average,average,best,average,average,best,good,excellent,poor,poor,excellent,excellent,average,excellent,excellent,excellent,excellent,excellent,average,average,430,305,316,204,324,103,287,147,455,70,401,36,342,45,11,20,36,21,17,39,38,42,28,28,48,46,28,36,10,24,24,11,8,27,25,47,29,44,16,19,32,35,27,18,32,14,10,35,31,7,8,23,very often,very often,very often,very often,rare,rare,very often,often,very often,very often,often,very often,rare,1433.0,1016.0,1053.0,680.0,1080.0,343.0,956.0,490.0,1516.0,233.0,1336.0,120.0,1140.0
Goofy Tails Toys,Pet Supplies,143,132,179,88,89,451,115,376,456,395,109,227,406,45,64,62,34,36,205,53,128,180,109,35,93,117,good,average,good,average,average,best,average,best,best,best,average,good,best,Average,Average,Good,Average,Good,Minimal,Good,Minimal,Extreme,Good,Average,Average,Good,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,2,3,5,4,3,3,4,2,4,6,4,7,7,best,best,good,average,good,average,best,average,best,best,best,good,best,poor,average,excellent,average,poor,average,excellent,poor,average,poor,average,excellent,average,377,413,164,67,443,480,252,327,261,254,463,148,495,23,18,23,12,12,27,27,10,34,24,8,20,31,43,27,32,20,48,15,11,15,13,36,17,30,12,85,95,46,35,76,26,35,21,35,41,25,6,30,often,very often,often,very often,often,very often,very often,often,rare,rare,very often,often,rare,1256.0,1376.0,546.0,223.0,1476.0,1600.0,840.0,1090.0,870.0,846.0,1543.0,493.0,1650.0
Royal Canin Kitten Food,Pet Supplies,335,272,308,242,330,455,178,361,460,50,218,173,464,137,122,121,75,161,158,77,174,210,14,59,68,121,best,good,good,good,best,best,good,best,best,average,good,good,best,Extreme,Extreme,Good,Average,Minimal,Minimal,Extreme,Average,Extreme,Minimal,Good,Extreme,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,7,5,7,2,4,2,5,2,4,2,6,7,6,best,best,average,average,good,good,average,average,average,average,average,average,average,excellent,average,excellent,poor,excellent,average,average,excellent,poor,average,excellent,excellent,average,57,468,181,437,297,336,31,159,56,344,61,358,108,32,18,47,26,17,14,23,48,19,19,7,16,31,29,36,15,36,38,27,42,24,29,10,26,46,17,76,32,26,91,109,116,33,82,19,21,36,2,43,very often,rare,often,rare,very often,rare,often,very often,very often,rare,often,often,rare,190.0,1560.0,603.0,1456.0,990.0,1120.0,103.0,530.0,186.0,1146.0,203.0,1193.0,360.0
Petmate Carrier,Pet Supplies,275,241,352,415,341,92,94,101,373,115,395,434,234,92,82,148,203,101,25,31,35,178,56,178,178,113,good,good,best,best,best,average,average,average,best,average,best,best,good,Extreme,Extreme,Average,Extreme,Good,Extreme,Extreme,Minimal,Extreme,Extreme,Average,Minimal,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,7,4,3,4,4,2,3,3,2,2,3,6,3,good,good,average,best,good,average,good,best,average,good,good,good,average,average,excellent,poor,poor,poor,poor,average,poor,average,poor,excellent,average,poor,265,234,340,454,250,11,64,112,281,178,302,142,163,44,32,10,23,12,9,13,17,23,20,11,18,12,26,46,25,47,13,21,44,22,10,17,32,7,43,37,55,42,16,31,43,24,11,48,43,34,8,40,often,often,often,often,often,very often,often,very often,often,very often,very often,often,very often,883.0,780.0,1133.0,1513.0,833.0,36.0,213.0,373.0,936.0,593.0,1006.0,473.0,543.0
Bolfo Flea Powder,Pet Supplies,198,321,466,340,395,74,384,438,471,320,87,478,260,71,160,138,113,124,28,159,193,203,159,33,130,129,good,good,best,best,best,average,best,best,best,good,average,best,good,Average,Minimal,Average,Good,Good,Minimal,Good,Good,Extreme,Average,Average,Average,Average,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,2,6,2,2,7,3,5,6,4,3,2,3,7,best,good,best,average,best,good,best,best,best,best,good,best,average,excellent,average,average,poor,poor,average,excellent,average,excellent,poor,average,excellent,excellent,395,260,297,194,462,272,479,247,431,301,390,122,421,28,50,41,22,8,44,41,25,48,23,47,18,24,46,43,7,22,36,17,7,33,45,25,7,42,21,22,34,26,63,24,42,65,41,56,50,1,20,49,very often,very often,rare,rare,rare,often,rare,often,often,often,very often,often,rare,1316.0,866.0,990.0,646.0,1540.0,906.0,1596.0,823.0,1436.0,1003.0,1300.0,406.0,1403.0
Trixie Leash,Pet Supplies,226,416,164,99,407,311,468,479,237,261,316,298,417,82,147,72,24,197,145,211,151,109,105,127,99,133,good,best,good,average,best,good,best,best,good,good,good,good,best,Good,Good,Good,Good,Good,Extreme,Good,Average,Minimal,Average,Minimal,Extreme,Good,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,5,7,2,5,2,4,5,6,2,5,7,5,3,good,best,best,average,average,best,best,good,average,average,best,average,best,average,poor,excellent,poor,poor,average,excellent,poor,poor,excellent,average,average,excellent,441,13,367,194,27,307,204,406,354,339,289,34,315,36,24,9,42,31,45,14,21,46,32,6,10,33,13,20,21,35,35,18,31,14,6,6,40,46,36,25,35,7,22,80,42,18,22,7,14,5,78,92,rare,very often,often,often,rare,rare,very often,very often,very often,rare,rare,rare,very often,1470.0,43.0,1223.0,646.0,90.0,1023.0,680.0,1353.0,1180.0,1130.0,963.0,113.0,1050.0
Pedigree Dog Food,Pet Supplies,98,69,81,369,432,387,398,330,200,238,121,214,484,46,29,28,115,168,117,131,135,66,103,38,60,165,average,average,average,best,best,best,best,good,good,good,average,good,best,Minimal,Extreme,Extreme,Average,Extreme,Good,Average,Good,Extreme,Minimal,Good,Good,Extreme,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,5,2,5,3,7,2,5,2,6,4,7,4,2,best,good,best,best,good,average,average,average,average,good,good,good,average,average,average,average,poor,excellent,poor,poor,average,average,poor,poor,average,average,354,431,375,118,423,381,339,282,371,334,41,380,288,16,21,26,41,11,26,47,11,36,9,14,32,43,39,21,45,10,8,43,30,28,34,16,40,18,40,32,104,65,50,93,84,48,13,15,10,26,55,60,very often,very often,often,very often,rare,often,very often,very often,very often,often,very often,rare,rare,1180.0,1436.0,1250.0,393.0,1410.0,1270.0,1130.0,940.0,1236.0,1113.0,136.0,1266.0,960.0
Whiskas Cat Food,Pet Supplies,258,244,313,333,202,429,254,266,472,264,454,427,228,72,114,82,108,50,202,71,126,206,90,154,172,103,good,good,good,best,good,best,good,good,best,good,best,best,good,Extreme,Minimal,Minimal,Good,Extreme,Average,Extreme,Extreme,Minimal,Minimal,Good,Minimal,Minimal,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,2,7,7,6,5,7,2,7,2,6,4,6,5,best,good,good,average,good,good,average,good,best,good,good,best,average,average,average,poor,average,excellent,poor,excellent,average,excellent,poor,excellent,average,excellent,416,480,355,293,223,186,293,444,27,450,75,165,74,45,7,5,5,43,37,48,38,23,9,14,30,50,7,48,38,26,28,6,45,29,17,10,19,36,44,53,21,41,17,57,7,45,20,11,49,11,19,15,rare,very often,very often,rare,very often,very often,often,rare,very often,very often,rare,very often,very often,1386.0,1600.0,1183.0,976.0,743.0,620.0,976.0,1480.0,90.0,1500.0,250.0,550.0,246.0
Drools Puppy Food,Pet Supplies,465,274,481,349,342,487,331,82,213,483,443,85,469,230,117,169,118,128,136,123,34,71,157,213,30,152,best,good,best,best,best,best,good,average,good,best,best,average,best,Extreme,Minimal,Average,Extreme,Good,Minimal,Minimal,Extreme,Extreme,Good,Good,Minimal,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,2,3,2,4,4,6,5,5,7,2,7,5,2,best,good,average,good,best,best,good,good,good,best,best,average,good,excellent,poor,poor,poor,average,average,excellent,poor,poor,average,excellent,excellent,poor,29,219,166,370,308,364,483,429,261,131,261,132,364,50,42,28,26,12,18,41,22,14,5,30,40,8,34,37,44,8,38,30,15,28,26,29,42,21,35,81,21,34,109,50,33,42,71,38,82,106,46,82,rare,often,rare,often,rare,very often,rare,rare,very often,very often,rare,often,rare,96.0,730.0,553.0,1233.0,1026.0,1213.0,1610.0,1430.0,870.0,436.0,870.0,440.0,1213.0
Himalaya Pet Shampoo,Pet Supplies,395,176,129,224,93,368,186,100,282,373,134,247,125,159,73,62,112,28,140,80,30,141,102,43,72,47,best,good,good,good,average,best,good,average,best,best,good,good,good,Minimal,Extreme,Good,Good,Average,Good,Minimal,Average,Minimal,Average,Extreme,Minimal,Extreme,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,3,7,4,5,6,6,6,2,2,5,5,5,4,average,good,average,best,good,best,good,average,average,good,good,good,good,excellent,poor,excellent,average,poor,average,poor,excellent,average,average,excellent,average,poor,36,345,370,478,57,462,276,323,224,311,188,276,494,18,17,16,28,15,7,8,24,19,8,7,48,23,38,18,16,8,38,33,43,16,25,8,19,33,17,21,23,27,12,14,30,31,27,10,7,20,15,29,rare,often,very often,often,often,rare,often,very often,rare,often,very often,rare,rare,120.0,1150.0,1233.0,1593.0,190.0,1540.0,920.0,1076.0,746.0,1036.0,626.0,920.0,1646.0
Me-O Cat Litter,Pet Supplies,393,86,157,301,383,62,85,318,59,497,52,486,219,112,23,58,88,130,17,23,131,19,247,24,220,105,best,average,good,good,best,average,average,good,average,best,average,best,good,Average,Extreme,Extreme,Extreme,Average,Minimal,Minimal,Average,Minimal,Minimal,Extreme,Good,Extreme,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,7,4,3,2,2,7,3,6,2,2,6,7,3,average,average,best,good,best,good,average,good,best,good,best,good,average,poor,poor,poor,poor,excellent,poor,poor,average,poor,poor,poor,poor,average,139,220,476,142,77,288,419,447,247,161,55,428,40,29,11,37,23,41,17,33,35,34,34,16,16,29,23,48,21,20,45,29,7,8,28,23,9,43,7,20,25,42,15,45,3,29,4,26,50,11,32,34,often,rare,often,rare,often,often,often,often,very often,often,rare,often,often,463.0,733.0,1586.0,473.0,256.0,960.0,1396.0,1490.0,823.0,536.0,183.0,1426.0,133.0
Goofy Tails Toys,Pet Supplies,157,104,412,76,386,251,124,62,54,119,264,319,386,70,39,119,21,140,96,33,18,26,45,131,84,167,good,average,best,average,best,good,good,average,average,average,good,best,best,Extreme,Good,Average,Good,Minimal,Average,Minimal,Extreme,Minimal,Extreme,Minimal,Minimal,Good,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,3,2,4,6,2,4,4,2,6,4,6,4,2,good,average,best,best,good,good,good,good,best,best,good,good,average,poor,average,excellent,average,excellent,poor,poor,average,poor,average,poor,poor,poor,417,443,16,168,413,329,36,67,167,415,284,329,401,31,29,34,8,47,24,48,29,10,42,42,16,39,10,17,33,35,40,34,48,6,25,38,38,28,44,20,39,26,73,67,87,61,40,86,27,22,44,35,rare,rare,rare,often,rare,rare,rare,rare,very often,very often,very often,often,very often,1390.0,1476.0,53.0,560.0,1376.0,1096.0,120.0,223.0,556.0,1383.0,946.0,1096.0,1336.0
Royal Canin Kitten Food,Pet Supplies,495,265,85,478,198,292,478,186,207,411,52,222,380,161,97,27,233,57,93,206,89,53,184,20,106,171,best,good,average,best,good,good,best,good,good,best,average,good,best,Average,Average,Good,Good,Good,Average,Good,Good,Average,Good,Minimal,Minimal,Good,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,4,5,5,4,2,5,7,3,4,5,5,3,2,best,average,best,good,good,average,average,good,best,best,average,average,best,average,average,poor,excellent,poor,average,poor,poor,average,poor,poor,excellent,poor,14,208,77,271,154,96,497,350,250,174,139,255,255,13,36,42,47,33,14,14,24,44,30,36,43,40,45,36,37,25,8,47,14,9,43,13,33,43,15,24,75,62,38,68,83,56,27,64,41,52,42,30,rare,very often,rare,often,very often,rare,often,often,rare,very often,rare,often,often,46.0,693.0,256.0,903.0,513.0,320.0,1656.0,1166.0,833.0,580.0,463.0,850.0,850.0
Petmate Carrier,Pet Supplies,285,80,103,109,456,455,450,237,91,404,268,419,92,97,21,49,38,172,156,210,95,26,114,113,157,45,good,average,average,average,best,best,best,good,average,best,good,best,average,Extreme,Minimal,Good,Minimal,Minimal,Extreme,Extreme,Extreme,Extreme,Good,Minimal,Good,Extreme,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,2,2,7,5,6,2,4,5,6,5,2,7,2,best,average,average,good,average,good,average,best,average,average,average,best,best,average,poor,poor,excellent,average,average,poor,poor,average,poor,excellent,average,average,35,347,377,479,146,233,314,303,146,205,121,139,408,30,25,18,8,38,12,21,5,42,20,16,41,22,45,35,25,31,17,42,35,10,27,27,35,12,25,14,17,23,14,3,16,12,6,17,5,14,19,10,very often,often,often,often,very often,very often,very often,very often,often,often,very often,often,rare,116.0,1156.0,1256.0,1596.0,486.0,776.0,1046.0,1010.0,486.0,683.0,403.0,463.0,1360.0
Bolfo Flea Powder,Pet Supplies,127,278,381,438,186,157,436,255,168,368,210,215,494,60,133,169,131,51,76,142,90,55,150,90,78,150,average,good,best,best,good,good,best,good,good,best,good,good,best,Extreme,Minimal,Good,Extreme,Good,Good,Minimal,Average,Good,Extreme,Minimal,Average,Extreme,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,4,5,2,5,2,6,3,7,6,3,7,5,6,best,average,average,best,good,average,best,best,best,average,good,best,average,average,poor,excellent,excellent,poor,excellent,poor,poor,average,average,excellent,excellent,poor,143,289,308,140,151,345,413,148,447,169,462,68,267,6,49,40,10,27,31,21,35,28,46,18,31,27,20,32,31,10,22,34,24,32,9,33,43,37,19,22,102,14,81,92,25,52,105,77,118,54,117,50,often,often,very often,very often,rare,very often,rare,rare,rare,very often,often,rare,rare,476.0,963.0,1026.0,466.0,503.0,1150.0,1376.0,493.0,1490.0,563.0,1540.0,226.0,890.0
Trixie Leash,Pet Supplies,288,357,281,400,268,379,72,194,486,78,205,81,490,92,174,105,192,70,97,21,65,185,33,56,35,216,good,best,good,best,good,best,average,good,best,average,good,average,best,Average,Extreme,Average,Minimal,Good,Good,Minimal,Average,Minimal,Extreme,Minimal,Average,Minimal,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,6,4,3,7,4,6,5,4,4,5,3,2,6,good,average,good,average,average,good,best,best,good,good,average,average,good,poor,poor,average,excellent,poor,excellent,excellent,average,poor,average,poor,average,average,421,241,422,386,442,72,61,414,74,335,54,150,203,50,14,48,18,8,13,38,9,7,17,7,36,24,39,14,12,27,27,34,37,21,16,42,32,30,44,56,83,13,17,93,95,8,58,102,91,23,28,33,often,rare,often,rare,often,rare,rare,rare,often,very often,often,rare,often,1403.0,803.0,1406.0,1286.0,1473.0,240.0,203.0,1380.0,246.0,1116.0,180.0,500.0,676.0
Pedigree Dog Food,Pet Supplies,402,495,154,174,163,122,362,304,344,376,475,74,108,123,227,58,46,71,33,102,106,126,113,155,21,28,best,best,good,good,good,average,best,good,good,best,best,average,average,Minimal,Good,Extreme,Extreme,Minimal,Good,Minimal,Minimal,Minimal,Minimal,Average,Minimal,Extreme,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,5,5,6,3,5,6,2,7,6,2,7,2,5,best,good,best,average,good,good,good,average,best,good,good,best,best,average,excellent,average,poor,average,poor,average,poor,excellent,poor,excellent,average,average,125,81,466,149,449,320,356,423,350,378,351,154,209,13,31,18,36,35,28,16,39,33,9,41,22,42,35,8,21,44,26,32,8,19,24,18,20,34,30,20,12,5,14,11,5,23,24,15,12,15,14,4,often,rare,rare,rare,often,often,rare,often,rare,often,very often,very often,often,416.0,270.0,1553.0,496.0,1496.0,1066.0,1186.0,1410.0,1166.0,1260.0,1170.0,513.0,696.0
Whiskas Cat Food,Pet Supplies,164,322,188,385,206,353,180,120,108,159,366,378,208,65,113,64,139,90,132,79,45,45,64,100,174,88,good,best,good,best,good,best,good,good,average,good,best,best,good,Extreme,Minimal,Minimal,Extreme,Minimal,Extreme,Good,Good,Extreme,Good,Extreme,Extreme,Average,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,2,6,4,7,5,3,4,3,4,3,4,5,4,good,best,good,best,good,best,best,average,best,good,good,good,good,average,average,excellent,excellent,poor,poor,poor,poor,average,average,excellent,excellent,excellent,73,331,178,241,214,471,25,102,316,340,452,117,371,48,35,37,15,45,46,19,15,7,33,49,36,31,11,25,46,16,7,45,29,41,32,26,23,30,11,11,19,28,11,14,41,37,25,50,18,39,43,30,often,very often,rare,often,very often,often,often,very often,rare,very often,rare,very often,very often,243.0,1103.0,593.0,803.0,713.0,1570.0,83.0,340.0,1053.0,1133.0,1506.0,390.0,1236.0
Drools Puppy Food,Pet Supplies,247,483,161,156,464,144,137,366,366,462,367,377,427,103,203,46,56,168,49,42,127,98,120,158,176,169,good,best,good,good,best,average,average,best,best,best,best,best,best,Extreme,Extreme,Average,Average,Minimal,Good,Extreme,Extreme,Average,Average,Minimal,Good,Extreme,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,5,6,2,3,5,4,4,5,3,3,6,6,3,best,average,best,average,average,good,average,good,best,good,best,good,good,excellent,excellent,excellent,poor,average,average,average,excellent,average,excellent,excellent,poor,average,108,423,21,36,242,455,183,122,429,380,71,349,390,37,6,38,49,19,27,25,28,35,37,8,50,38,44,48,25,36,20,26,7,31,36,41,46,41,23,94,24,62,43,44,52,75,35,20,89,47,13,62,very often,very often,often,very often,rare,often,rare,very often,very often,very often,often,rare,rare,360.0,1410.0,70.0,120.0,806.0,1516.0,610.0,406.0,1430.0,1266.0,236.0,1163.0,1300.0
Himalaya Pet Shampoo,Pet Supplies,306,64,268,191,64,231,88,174,216,314,133,411,162,124,24,99,82,30,78,36,69,56,133,37,150,51,best,average,good,good,average,good,average,good,good,best,good,best,good,Minimal,Good,Average,Minimal,Good,Minimal,Average,Minimal,Extreme,Average,Good,Good,Minimal,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,6,2,3,6,7,4,5,7,6,3,7,7,4,average,average,good,best,good,best,average,best,best,good,good,best,good,average,excellent,poor,excellent,average,average,average,average,excellent,excellent,average,excellent,average,97,104,283,322,164,157,490,344,235,243,43,152,366,24,37,15,31,11,39,5,15,26,15,17,29,21,11,20,7,18,46,12,26,18,16,30,7,44,47,39,22,26,36,17,14,11,1,2,38,29,5,28,often,often,very often,rare,often,rare,rare,very often,rare,often,very often,rare,often,323.0,346.0,943.0,1073.0,546.0,523.0,1633.0,1146.0,783.0,810.0,143.0,506.0,1220.0
Me-O Cat Litter,Pet Supplies,154,252,184,319,131,173,115,357,313,148,196,195,429,77,117,62,145,33,65,54,91,116,50,79,96,146,good,good,good,best,good,good,average,best,best,good,good,good,best,Average,Extreme,Extreme,Good,Average,Average,Extreme,Average,Average,Extreme,Average,Minimal,Extreme,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,5,3,7,2,7,5,3,2,5,7,6,6,2,average,good,average,best,good,good,average,best,good,good,best,good,best,average,average,poor,average,average,poor,poor,excellent,average,excellent,excellent,excellent,average,13,258,462,463,306,263,296,204,130,146,225,356,395,30,17,45,40,50,46,36,15,19,9,39,42,38,27,44,46,45,10,23,48,44,29,12,9,43,48,86,50,80,12,89,100,41,22,18,63,57,7,12,very often,often,often,often,very often,often,very often,rare,rare,rare,very often,rare,very often,43.0,860.0,1540.0,1543.0,1020.0,876.0,986.0,680.0,433.0,486.0,750.0,1186.0,1316.0
